sentence timestamp keyb_width keyb_height event x_pos y_pos x_radius y_radius angle word is_err
are_you_being_a_baby 1581191380572 411 222 touchstart 41 87 1.1428571939468 1.1428571939468 0 are 0
are_you_being_a_baby 1581191380593 411 222 touchmove 40 87 2 2 0 are 0
are_you_being_a_baby 1581191380613 411 222 touchmove 39 87 2 2 0 are 0
are_you_being_a_baby 1581191380628 411 222 touchmove 38 87 2.2857143878937 2.2857143878937 0 are 0
are_you_being_a_baby 1581191380643 411 222 touchmove 38 87 2.2857143878937 2.2857143878937 0 are 0
are_you_being_a_baby 1581191380660 411 222 touchmove 38 88 2.2857143878937 2.2857143878937 0 are 0
are_you_being_a_baby 1581191380677 411 222 touchmove 37 88 2.2857143878937 2.2857143878937 0 are 0
are_you_being_a_baby 1581191380694 411 222 touchmove 37 88 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380711 411 222 touchmove 38 88 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380728 411 222 touchmove 42 88 2.8571429252625 2.8571429252625 0 are 0
are_you_being_a_baby 1581191380745 411 222 touchmove 50 85 2.8571429252625 2.8571429252625 0 are 0
are_you_being_a_baby 1581191380761 411 222 touchmove 58 82 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380778 411 222 touchmove 66 79 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380805 411 222 touchmove 79 73 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380823 411 222 touchmove 86 71 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380829 411 222 touchmove 90 69 2.8571429252625 2.8571429252625 0 are 0
are_you_being_a_baby 1581191380851 411 222 touchmove 99 65 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380864 411 222 touchmove 102 64 2.5714290142059 2.5714290142059 0 are 0
are_you_being_a_baby 1581191380879 411 222 touchmove 106 62 3.1428575515747 3.1428575515747 0 are 0
are_you_being_a_baby 1581191380896 411 222 touchmove 111 60 2.8571429252625 2.8571429252625 0 are 0
